from_stop_id,to_stop_id,transfer_type,min_transfer_time
de:14713:13000,de:14713:8098205,2,240
de:14713:13001,de:14713:8012202,2,300
de:14713:13002,de:14713:8012186,2,720
de:14713:13003,de:14713:8010206,2,360
de:14713:13007,de:14713:11212,2,180
de:14729:13039,de:14729:8011705,2,180
de:14730:13101,de:14730:11225,2,600
de:14713:13125,de:14713:8012195,2,480
de:14713:13131,de:14713:8013070,2,300
de:14730:13138,de:14730:11505,2,300
de:14730:13147,de:14730:10873,2,540
de:14730:13147,de:14730:11227,2,120
de:14730:13268,de:14730:13273,2,300
de:14730:13273,de:14730:13268,2,300
de:14713:13284,de:14713:8012196,2,360
de:14729:13450,de:14729:12482,2,180
de:14713:13553,de:14713:11129,2,180
de:15084:15664,de:15084:719,2,480
de:15084:15664,de:15084:4031,2,540
de:15084:15664,de:15084:4032,2,840
de:15084:15664,de:15084:8012259,2,300
de:14522:80561,de:14522:80561,2,240
de:14713:15738,de:14713:10811,2,300
de:14713:15738,de:14713:11412,2,300
de:14713:15738,de:14713:12995,2,360
de:14713:15738,de:14713:13000,2,240
de:14713:15738,de:14713:8010205,2,480
de:14713:15738,de:14713:8098205,2,420
de:15088:15801,de:15088:8011905,2,360
de:14713:15811,de:14713:12252,2,120
de:15084:15842,de:15084:8012415,2,180
de:14730:15847,de:14730:8010161,2,360
de:14730:15865,de:14730:11066,2,480
de:14730:15865,de:14730:11283,2,420
de:14730:15865,de:14730:12811,2,540
de:14730:15865,de:14730:8013093,2,120
de:14522:80102,de:14522:80163,2,60
de:14730:16184,de:14730:8013461,2,300
de:14522:80276,de:14522:55204,2,600
de:14522:80057,de:14522:80056,2,300
de:14522:80056,de:14522:80057,2,300
de:14522:80067,de:14522:80066,2,180
de:14522:80169,de:14522:80105,2,240
de:14522:80105,de:14522:80169,2,240
de:15002:16754,de:15002:5202,2,900
de:14730:16760,de:14730:11264,2,300
de:14729:16804,de:14729:16805,2,300
de:14729:16805,de:14729:16804,2,300
de:14729:16825,de:14729:16826,2,120
de:14729:16826,de:14729:16825,2,120
de:14729:16861,de:14729:30045,2,120
de:14729:16923,de:14729:8010144,2,480
de:14729:16950,de:14729:10684,2,180
de:14729:16979,de:14729:16980,2,420
de:14729:16979,de:14729:30979,2,300
de:14729:16979,de:14729:8012284,2,180
de:14729:16980,de:14729:16979,2,420
de:14729:16980,de:14729:30979,2,300
de:14729:16980,de:14729:8012284,2,420
de:14729:16998,de:14729:11016,2,180
de:14729:16998,de:14729:8012416,2,360
de:14729:17063,de:14729:8013087,2,240
de:15088:17179,de:15088:10272,2,600
de:15088:17179,de:15088:8013414,2,300
de:14730:17231,de:14730:8011339,2,300
de:14730:17478,de:14730:17480,2,60
de:14730:17480,de:14730:17478,2,60
de:14730:17556,de:14730:17559,2,180
de:14730:17559,de:14730:17556,2,180
de:14730:17589,de:14730:30264,2,480
de:14730:17648,de:14730:19916,2,0
de:14730:19916,de:14730:17648,2,0
de:14730:19928,de:14730:8012183,2,180
de:14730:19955,de:14730:11896,2,180
de:14730:20031,de:14730:11858,2,240
de:15088:20037,de:15088:8012392,2,180
de:15084:20077,de:15084:5688,2,1200
de:14522:80066,de:14522:80067,2,180
de:16077:20087,de:16077:11434,2,120
de:16077:20087,de:16077:11435,2,300
de:14522:80315,de:14522:55207,2,480
de:14713:20158,de:14713:8012204,2,120
de:15084:20159,de:15084:784,2,720
de:15084:20159,de:15084:8010368,2,900
de:15002:20166,de:15002:8010155,2,120
de:14730:20173,de:14730:11546,2,360
de:14522:55200,de:14522:55200,2,120
de:14729:22462,de:14729:30051,2,120
de:15084:22470,de:15084:8013240,2,360
de:15088:22471,de:15088:8011255,2,300
de:15084:22502,de:15084:4376,2,180
de:15084:22502,de:15084:8010240,2,300
de:15084:22504,de:15084:4280,2,180
de:15084:22505,de:15084:5659,2,180
de:15084:22505,de:15084:22506,2,240
de:15084:22506,de:15084:4258,2,240
de:15084:22506,de:15084:4406,2,300
de:15084:22506,de:15084:22505,2,240
de:15084:22507,de:15084:4406,2,300
de:15084:22508,de:15084:4290,2,120
de:15084:22509,de:15084:4397,2,180
de:14729:22519,de:14729:8012311,2,240
de:14729:22575,de:14729:8012731,2,120
de:14729:22804,de:14729:8011222,2,1080
de:15088:22824,de:15088:8012414,2,240
de:14729:22931,de:14729:8010059,2,240
de:15084:22943,de:15084:8012682,2,180
de:15088:30036,de:15088:8011711,2,300
de:14713:30042,de:14713:12253,2,180
de:14713:30043,de:14713:12250,2,180
de:14729:30045,de:14729:16861,2,120
de:14729:30051,de:14729:22462,2,120
de:14729:30056,de:14729:8011626,2,240
de:14729:30058,de:14729:8012117,2,180
de:14729:30240,de:14729:8012597,2,240
de:14730:30264,de:14730:17589,2,480
de:15084:30267,de:15084:4267,2,180
de:15084:30267,de:15084:4316,2,240
de:14729:30300,de:14729:12509,2,300
de:14729:30300,de:14729:8011077,2,240
de:14729:30337,de:14729:30338,2,300
de:14729:30338,de:14729:30337,2,300
de:14729:30448,de:14729:8013362,2,180
de:14730:30511,de:14730:8011131,2,180
de:15088:30516,de:15088:10169,2,300
de:15088:30516,de:15088:8012506,2,180
de:15088:30614,de:15088:8011376,2,300
de:14713:30699,de:14713:11318,2,360
de:14713:30699,de:14713:8012200,2,240
de:15088:30709,de:15088:8012148,2,300
de:15088:30711,de:15088:8012148,2,900
de:15088:30770,de:15088:9873,2,180
de:15088:30770,de:15088:8011752,2,480
de:15088:30822,de:15088:8013425,2,300
de:15088:30828,de:15088:8013110,2,300
de:15088:30830,de:15088:8011752,2,480
de:15088:30834,de:15088:8011752,2,480
de:14730:30843,de:14730:8012863,2,300
de:14729:30960,de:14729:12997,2,300
de:14729:30960,de:14729:31131,2,300
de:14729:30960,de:14729:8010228,2,300
de:14729:30979,de:14729:16979,2,300
de:14729:30979,de:14729:16980,2,300
de:14729:30979,de:14729:8012284,2,300
de:14729:31008,de:14729:8011018,2,180
de:15002:31016,de:15002:5178,2,180
de:14729:31131,de:14729:12997,2,120
de:14729:31131,de:14729:30960,2,300
de:14729:31131,de:14729:8010228,2,420
de:14729:31163,de:14729:8010269,2,300
de:16077:96329,de:16077:8010134,2,240
000690978,de:16073:8013174,2,180
de:16077:8010003,de:16077:12511,2,420
de:14713:8010008,de:14713:11950,2,180
de:15084:8010019,de:15084:4404,2,300
de:14729:8010046,de:14729:10637,2,60
de:15082:8010050,de:15082:4731,2,300
de:14729:8010059,de:14729:10689,2,480
de:14729:8010059,de:14729:22931,2,240
de:14730:8010076,de:14730:11155,2,300
de:14730:8010076,de:14730:8080280,2,720
de:15001:8010077,de:15001:3167,2,240
de:15084:8010078,de:15084:4044,2,1200
de:14730:8010095,de:14730:10647,2,180
de:14729:8010122,de:14729:11581,2,300
de:16052:8010125,de:16052:152188,2,300
de:16077:8010134,de:16077:96329,2,240
de:14729:8010144,de:14729:16923,2,480
de:15084:8010146,de:15084:3543,2,300
de:15002:8010155,de:15002:20166,2,120
de:15002:8010159,de:15002:825,2,600
de:15002:8010159,de:15002:5438,2,420
de:15002:8010159,de:15002:11316,2,300
de:15002:8010159,de:15002:8070814,2,420
de:15002:8010160,de:15002:5122,2,300
de:14730:8010161,de:14730:15847,2,360
de:15002:8010162,de:15002:5127,2,180
de:15002:8010162,de:15002:5217,2,180
de:14713:8010186,de:14713:11699,2,180
de:15089:8010194,de:15089:1680,2,180
de:16077:8010202,de:16077:12740,2,360
de:14713:8010205,de:14713:10811,2,480
de:14713:8010205,de:14713:11412,2,480
de:14713:8010205,de:14713:12995,2,600
de:14713:8010205,de:14713:13000,2,420
de:14713:8010205,de:14713:15738,2,480
de:14713:8010205,de:14713:8098205,2,540
de:14713:8010206,de:14713:13003,2,360
de:14713:8010207,de:14713:12707,2,360
de:14713:8010208,de:14713:10856,2,300
de:14713:8010208,de:14713:11542,2,480
de:14713:8010209,de:14713:10814,2,240
de:14729:8010228,de:14729:12997,2,300
de:14729:8010228,de:14729:30960,2,300
de:14729:8010228,de:14729:31131,2,420
de:15088:8010232,de:15088:5226,2,600
de:15088:8010232,de:15088:10133,2,300
de:14729:8010238,de:14729:12361,2,360
de:15084:8010240,de:15084:4376,2,180
de:15084:8010240,de:15084:22502,2,180
de:14729:8010243,de:14729:11147,2,180
de:14729:8010269,de:14729:12116,2,300
de:14729:8010269,de:14729:31163,2,300
de:15088:8010291,de:15088:779,2,180
de:15088:8010291,de:15088:2318,2,720
de:15087:8010299,de:15087:2294,2,300
de:14524:50333,de:14524:10505,2,840
de:15084:8010349,de:15084:3509,2,360
de:14730:8010351,de:14730:915,2,180
de:15084:8010368,de:15084:784,2,600
de:15084:8010368,de:15084:20159,2,900
de:15084:8010390,de:15084:4122,2,240
de:14729:8011018,de:14729:31008,2,180
de:15088:8011043,de:15088:9590,2,600
de:15088:8011043,de:15088:9594,2,540
de:15088:8011071,de:15088:5043,2,180
de:14729:8011077,de:14729:12509,2,240
de:14729:8011077,de:14729:30300,2,240
de:14730:8011131,de:14730:30511,2,180
de:15088:8011177,de:15088:9615,2,300
de:14729:8011222,de:14729:22804,2,1080
de:14729:8011242,de:14729:11442,2,420
de:15088:8011255,de:15088:22471,2,300
de:15082:8011260,de:15082:4681,2,900
de:15091:8011290,008071192,2,300
de:14524:10561,de:14524:10808,2,300
de:14730:8011339,de:14730:17231,2,300
de:14729:8011371,de:14729:12504,2,600
de:15088:8011376,de:15088:5039,2,600
de:15088:8011376,de:15088:30614,2,300
de:15088:8011402,de:15088:9728,2,900
de:14713:8011491,de:14713:11331,2,420
de:14713:8011491,de:14713:12032,2,240
de:14713:8011495,de:14713:12265,2,480
de:15084:8011573,de:15084:4315,2,60
de:14729:8011588,de:14729:11616,2,300
de:14729:8011598,de:14729:11648,2,240
de:14729:8011626,de:14729:30056,2,240
de:14729:8011705,de:14729:13039,2,180
de:15088:8011711,de:15088:9860,2,480
de:15088:8011711,de:15088:30036,2,300
de:14729:8011745,de:14729:11647,2,240
de:15088:8011752,de:15088:9873,2,480
de:15088:8011752,de:15088:30770,2,480
de:15088:8011752,de:15088:30830,2,480
de:15088:8011752,de:15088:30834,2,480
de:14729:8011753,de:14729:10993,2,180
de:14729:8011755,de:14729:11093,2,360
de:14729:8011755,de:14729:12551,2,300
de:14713:8011771,de:14713:12327,2,480
de:15002:8011813,de:15002:5196,2,240
de:15002:8011814,de:15002:4984,2,780
de:15088:8011905,de:15088:9961,2,360
de:15088:8011905,de:15088:15801,2,360
de:14713:8011913,de:14713:11167,2,180
de:14713:8011913,de:14713:12399,2,420
de:14730:8011959,de:14730:12654,2,240
de:14730:8011983,de:14730:12653,2,300
de:15084:8011993,de:15084:4339,2,120
de:15084:8012034,de:15084:4282,2,180
de:14730:8012046,de:14730:10868,2,120
de:14522:55200,008072053,2,120
de:15088:8012080,de:15088:9805,2,300
de:14730:8012097,de:14730:12378,2,360
de:15088:8012114,de:15088:9822,2,900
de:14729:8012117,de:14729:30058,2,180
de:14730:8012141,de:14730:10870,2,600
de:15088:8012147,de:15088:5764,2,300
de:15088:8012148,de:15088:30709,2,300
de:15088:8012148,de:15088:30711,2,900
de:15084:8012167,de:15084:4457,2,300
de:14713:8012181,de:14713:11321,2,420
de:14713:8012181,de:14713:12974,2,720
de:14730:8012183,de:14730:19928,2,180
de:14713:8012184,de:14713:10983,2,360
de:14713:8012186,de:14713:12145,2,300
de:14713:8012186,de:14713:13002,2,720
de:14713:8012187,de:14713:165,2,300
de:14713:8012187,de:14713:11343,2,720
de:14713:8012187,de:14713:11558,2,1200
de:14713:8012188,de:14713:12969,2,360
de:14713:8012188,de:14713:12972,2,480
de:14713:8012190,de:14713:11277,2,480
de:14713:8012192,de:14713:12217,2,240
de:14713:8012193,de:14713:12974,2,420
de:14713:8012194,de:14713:11327,2,420
de:14713:8012194,de:14713:11336,2,300
de:14713:8012195,de:14713:13125,2,480
de:14713:8012196,de:14713:11407,2,420
de:14713:8012196,de:14713:13284,2,360
de:14713:8012197,de:14713:12405,2,300
de:14713:8012200,de:14713:11318,2,360
de:14713:8012200,de:14713:11325,2,300
de:14713:8012200,de:14713:30699,2,240
de:14713:8012202,de:14713:11584,2,360
de:14713:8012202,de:14713:12992,2,360
de:14713:8012202,de:14713:13001,2,300
de:14713:8012204,de:14713:11324,2,300
de:14713:8012204,de:14713:11395,2,840
de:14713:8012204,de:14713:20158,2,120
de:14522:55206,de:14522:80236,2,240
de:14713:8012236,de:14713:12316,2,360
